// SpatialAnalyzer SA 2021.3.1012.1 ( x64 )  
// Points Relative to Coordinate Frame 'Messung::WORLD'
// AXES = CARTESIAN: X,  Y,  Z (mm)
// Collection,  Group,  Point,  X,  Y,  Z,  [Planar Offset],  [Radial Offset],  [Timestamp],  [Notes],  [Most Recent Active Measurement Details]

Messung,  new 1,  BMA1,  -197239.360000,  654554.720000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA10,  -169713.810000,  657563.030000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA101,  -195404.680000,  654501.630000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA102,  -195373.960000,  654503.050000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA103,  -193365.620000,  655036.570000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA104,  -193393.000000,  655038.400000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA105,  -192484.250000,  659211.970000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA106,  -192472.540000,  659198.130000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA11,  -191619.740000,  659943.410000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA2,  -192370.060000,  659529.840000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA3,  -191437.520000,  655966.470000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA3console,  -191437.720000,  655966.670000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA4,  -186650.810000,  655965.620000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA5,  -186731.680000,  659162.980000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA6,  -176182.390000,  659163.610000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  bma6_7,  -176150.740000,  657564.450000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA7,  -176118.990000,  655965.380000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  BMA8,  -172114.200000,  657568.610000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1000,  -215516.200000,  680974.170000,  -1508.320000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1001,  -216389.280000,  679108.050000,  -1506.300000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1004,  -220495.960000,  665097.040000,  -1508.540000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1005,  -223228.810000,  664452.300000,  -1511.090000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1006,  -222214.840000,  669441.670000,  -1508.570000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1007,  -218601.280000,  660154.650000,  -1509.150000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1009,  -213459.500000,  680613.990000,  -1507.660000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1010,  -211521.970000,  685365.640000,  -1505.470000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1011,  -208559.950000,  686018.170000,  -1506.970000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1012,  -206963.010000,  686013.730000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1013,  -203521.800000,  685365.500000,  -1506.090000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1014,  -202061.820000,  680119.320000,  -1506.480000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1015,  -200982.540000,  677781.210000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1016,  -202867.940000,  673612.840000,  -1508.010000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1017,  -204247.130000,  677513.500000,  -1505.970000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1018,  -206636.870000,  676319.640000,  -1506.280000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1019,  -208472.150000,  690115.330000,  -1504.640000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1020,  -208831.540000,  696199.860000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1021,  -204469.410000,  688619.890000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1023,  -216271.910000,  671491.050000,  -1507.190000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1024,  -206649.910000,  668039.350000,  -1507.180000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1025,  -207153.160000,  660728.010000,  -1507.180000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1026,  -211126.880000,  676420.760000,  -1541.460000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1027,  -228539.210000,  626661.490000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1028,  -229026.580000,  625853.150000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1029,  -229024.980000,  625866.190000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1030,  -230389.230000,  626523.500000,  10029.340000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1031,  -230596.590000,  626652.850000,  11744.680000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1032,  -230710.180000,  627860.580000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1033,  -230302.290000,  629283.680000,  11746.200000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1050,  -232849.370000,  639710.660000,  9994.040000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1051,  -231420.130000,  637391.200000,  9994.910000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1052,  -228079.870000,  638611.540000,  9990.140000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1053,  -226929.700000,  636619.730000,  9990.410000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1054,  -222353.730000,  633823.230000,  9993.890000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1055,  -224221.080000,  632219.190000,  9994.130000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1056,  -223959.810000,  628235.760000,  9994.210000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1057,  -227552.830000,  630063.040000,  11453.520000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1058,  -230118.940000,  631605.240000,  11453.760000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1059,  -235226.390000,  639854.160000,  11452.530000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1060,  -225355.500000,  639633.390000,  11449.930000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EH1061,  -222471.970000,  631746.980000,  9994.670000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  EXT,  -222111.690000,  580921.770000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  HP2,  -217043.730000,  663732.840000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  HP3,  -215775.880000,  666451.760000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  HP4,  -208168.772000,  682765.317000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ105,  -225874.330000,  600852.940000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ106,  -244886.380000,  600871.020000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ107,  -244908.700000,  612595.760000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ113-32,  -232020.040000,  613284.960000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ1NM,  0.000000,  0.000000,  11422.170000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ1NN,  0.000000,  0.000000,  11417.010000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ1NO,  0.000000,  0.000000,  11419.250000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ1NW,  -225926.270000,  601761.300000,  11979.100000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ1S,  -238954.690000,  607560.280000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ1SW,  -225915.870000,  611552.000000,  11992.510000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ1Z,  -238857.200000,  606011.800000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-101,  -217648.790000,  567410.440000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-102,  -219352.350000,  570267.860000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-201,  -217970.280000,  566679.570000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-202,  -220828.040000,  564976.210000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-301,  -216917.990000,  567088.300000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-302,  -214060.570000,  568791.110000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-401,  -217240.610000,  566357.230000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-402,  -215537.540000,  563499.550000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-A11,  -219182.090000,  568622.940000,  13453.140000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-A12,  -221101.050000,  569518.950000,  13451.800000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-A13,  -220080.960000,  570540.880000,  13452.920000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-B11,  -219183.890000,  565146.780000,  13452.810000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-B12,  -220079.150000,  563226.670000,  13451.990000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-B13,  -221099.930000,  564247.940000,  13451.850000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-C11,  -215705.830000,  568623.790000,  13453.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-C12,  -214809.400000,  570542.210000,  13452.650000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-C13,  -213788.210000,  569520.160000,  13453.080000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-D11,  -215707.290000,  565144.410000,  13452.650000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-D12,  -213789.980000,  564247.550000,  13452.790000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2-D13,  -214810.180000,  563226.140000,  13452.930000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2GTN,  -204819.500000,  559690.840000,  9982.360000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2GTS,  -204789.310000,  572880.580000,  9977.760000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2MNO,  -222227.640000,  559730.430000,  8434.440000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2MNW,  -212422.690000,  559726.270000,  8422.170000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2MSO,  -223654.300000,  573996.820000,  8419.130000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2MSW,  -211913.560000,  574021.650000,  8414.960000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IJ2MZ,  -217444.520000,  566884.010000,  8562.660000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP1,  -216502.620000,  577195.120000,  -1518.670000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP1000,  -212731.340000,  587509.470000,  -1527.950000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP11,  -209587.650000,  584984.580000,  -1528.930000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP12,  -209885.600000,  582235.860000,  -1522.980000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP13,  -213215.330000,  582271.170000,  -1524.210000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP14,  -206720.430000,  585935.700000,  -1528.440000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP15,  -204367.760000,  588331.520000,  -1530.090000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP16,  -202795.390000,  586976.070000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP2,  -222638.610000,  583213.540000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP3,  -214662.310000,  588937.040000,  -1521.710000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP4,  -210780.330000,  588891.000000,  -1521.790000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP5,  -206894.380000,  588868.860000,  -1525.170000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP6,  -211857.840000,  576979.330000,  -1516.750000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP7,  -207998.830000,  577422.620000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP8,  -217714.160000,  580110.870000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IP9,  -215612.300000,  582253.140000,  -1522.610000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IPN,  -222696.280000,  575676.630000,  9972.610000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IPS,  -222111.420000,  590009.840000,  9980.930000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  IPTW,  -203621.690000,  588366.770000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  K14-33,  0.000000,  0.000000,  11992.700000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  LE_KreuzKammer,  -227988.630000,  634409.680000,  11501.600000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  LEM,  -228190.640000,  635163.580000,  11501.600000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  MK2,  -228588.830000,  646069.300000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  MZ,  -217444.520000,  566884.010000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  OPTIK,  -170786.530000,  696386.290000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  OPTIS,  -241737.630000,  618783.710000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  P5H1,  -211658.120000,  678709.350000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  P5H10,  -218146.630000,  668180.860000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  P5H11,  -215574.930000,  661847.370000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  P5H2,  -209449.860000,  678020.500000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  P5H3,  -208702.490000,  679603.630000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  P5H4,  -208078.670000,  681838.080000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  P5H5,  -208074.640000,  683360.670000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  P5H6,  -209920.560000,  683463.850000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  P5H7,  -210953.210000,  682462.290000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 1,  -246084.170000,  614804.170000,  18771.090000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 10,  -199330.480000,  677004.710000,  17282.950000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 2,  -242171.710000,  599062.850000,  18771.800000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 3,  -225954.180000,  599317.700000,  18771.450000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 4,  -209738.230000,  599680.910000,  19028.740000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 5,  -199344.000000,  612129.910000,  19029.040000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 6,  -199300.380000,  628350.040000,  17283.310000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 7,  -220744.170000,  619951.680000,  18206.960000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 8,  -199321.360000,  644567.150000,  17284.510000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Pfeiler 9,  -199353.670000,  660784.590000,  17284.530000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  POLTGT,  -183102.960000,  707783.860000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM101,  -200489.880000,  600671.010000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM102,  -200478.960000,  618338.830000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM103,  -218785.320000,  617990.690000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM104,  -218774.100000,  601033.960000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM203,  -218447.500000,  617850.540000,  11999.200000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM204,  -218438.280000,  601742.760000,  11983.930000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9001,  -209461.230000,  609514.190000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9103,  -207952.140000,  600568.400000,  11975.920000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9104,  -200524.910000,  605257.610000,  11999.590000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9105,  -200514.770000,  611096.690000,  11998.570000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9106,  -210475.620000,  617704.540000,  12354.790000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9107,  -219072.790000,  606688.860000,  12111.150000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9201,  -220888.090000,  607606.390000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9202,  -220432.440000,  607541.990000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9203,  -201585.280000,  616113.780000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RM9204,  -201261.570000,  617071.450000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMHP1,  -201643.950000,  602876.980000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMHP2,  -201874.870000,  616653.970000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMHP3,  -211015.550000,  617896.730000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP111,  -206350.160000,  606403.860000,  11508.830000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP112,  -208969.140000,  607576.670000,  11508.630000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP113,  -206979.770000,  605620.530000,  11509.570000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP121,  -205062.020000,  609515.140000,  11509.300000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP122,  -207743.160000,  608492.360000,  11509.340000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP123,  -204953.260000,  608516.040000,  11509.410000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP131,  -206350.930000,  612626.260000,  11509.300000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP132,  -207523.620000,  610007.200000,  11509.270000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP133,  -205567.580000,  611996.650000,  11508.850000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP141,  -209462.160000,  613914.380000,  11509.710000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP142,  -208439.360000,  611233.250000,  11509.370000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP143,  -208463.060000,  614023.140000,  11509.370000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP151,  -212572.830000,  612625.740000,  11508.980000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP152,  -209953.840000,  611452.940000,  11509.280000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP153,  -211943.220000,  613409.070000,  11509.310000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP161,  -213860.940000,  609514.320000,  11509.140000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP162,  -211179.900000,  610537.350000,  11509.260000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP163,  -213969.800000,  610513.410000,  11509.010000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP171,  -212571.970000,  606403.330000,  11508.660000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP172,  -211399.360000,  609022.400000,  11508.530000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP173,  -213355.350000,  607032.880000,  11509.130000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP181,  -209461.440000,  605115.430000,  11510.110000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP182,  -210483.890000,  607796.690000,  11509.470000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMP183,  -210460.550000,  605006.790000,  11509.650000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM11,  -207922.740000,  606614.470000,  14043.900000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM12,  -206877.990000,  605108.580000,  14045.410000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM13,  -205151.470000,  605239.210000,  14043.920000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM21,  -206323.950000,  608552.330000,  14044.380000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM22,  -204520.390000,  608228.420000,  14043.280000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM23,  -203394.540000,  609543.110000,  14040.650000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM31,  -206565.490000,  611053.580000,  14041.580000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM32,  -205057.230000,  612095.170000,  14043.300000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM33,  -205181.510000,  613821.060000,  14044.810000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM41,  -208494.280000,  612653.620000,  14044.060000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM42,  -208164.340000,  614456.890000,  14044.770000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM43,  -209481.740000,  615586.800000,  14042.520000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM51,  -210998.550000,  612419.180000,  14043.660000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM52,  -212040.990000,  613922.040000,  14044.730000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM53,  -213768.320000,  613792.160000,  14043.680000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM61,  -212601.490000,  610479.010000,  14046.210000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM62,  -214403.370000,  610803.570000,  14045.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM63,  -215530.100000,  609487.620000,  14043.090000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM71,  -212361.550000,  607975.770000,  14046.040000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM72,  -213867.770000,  606931.630000,  14045.740000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM73,  -213737.500000,  605205.230000,  14042.830000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM81,  -210423.070000,  606376.460000,  14042.740000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM82,  -210753.380000,  604574.090000,  14045.040000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMSM83,  -209441.710000,  603442.740000,  14042.470000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1111,  -205155.290000,  605237.800000,  8968.880000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1112,  -206879.380000,  605109.310000,  8968.880000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1113,  -207923.180000,  606615.510000,  8968.620000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1121,  -203392.660000,  609535.830000,  8968.730000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1122,  -204520.830000,  608225.820000,  8968.720000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1123,  -206324.040000,  608552.680000,  8968.610000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1131,  -205185.350000,  613821.680000,  8968.480000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1132,  -205056.820000,  612097.580000,  8968.390000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1133,  -206563.000000,  611053.750000,  8968.290000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1141,  -209483.510000,  615583.830000,  8968.550000,  0.000000,  0.000000,  00:00:00,  ,  
